"","phi_I1","phi1","sigma_MS1","sigma_C1","sigma_F1","chi_C1","chi_L1","theta_F1","eta1","zeta1","xi_MS1","mu_I1","mu_P1","mu_MS1","mu_C1","mu_F1","mu_WC1","mu_WF1","lambda1","theta_WF1","phi_I2","phi2","sigma_MS2","sigma_C2","sigma_F2","chi_C2","chi_L2","theta_F2","eta2","zeta2","xi_MS2","mu_I2","mu_P2","mu_MS2","mu_C2","mu_F2","mu_WC2","mu_WF2","lambda2","theta_WF2","phi_I3","phi3","sigma_MS3","sigma_C3","sigma_F3","chi_C3","chi_L3","theta_F3","eta3","zeta3","xi_MS3","mu_I3","mu_P3","mu_MS3","mu_C3","mu_F3","mu_WC3","mu_WF3","lambda3","theta_WF3","M","L"
"1",0.072992700729927,0.0714285714285714,0.984,0,0.016,0.1,0.142857,0.00875349264705882,0.041667,0.041667,0.0127036823740642,0,0,0.000558962024458823,0.1,0.0234593602941177,2.272727,0.0234593602941177,0.00865461552278777,0.00260659558823529,0.072992700729927,0.0714285714285714,0.725,0.058,0.217,0.1,0.142857,0.00875349264705882,0.041667,0.041667,0.0127036823740642,0,0,0.000558962024458823,0.1,0.0234593602941177,2.272727,0.0234593602941177,0.0417756966441721,0.00260659558823529,0.072992700729927,0.0714285714285714,0.425,0.163,0.412,0.1,0.142857,0.00875349264705882,0.041667,0.041667,0.0127036823740642,0,0,0.000558962024458823,0.1,0.0234593602941177,2.272727,0.0234593602941177,0.115132816615246,0.00260659558823529,90,90
