Scenario,v11,v12,v13,v21,v22,v23,v31,v32,v33,s,e,p,R0,kappa,alpha1,alpha2,alpha3,epsilon,delta,gamma,m1,m2,m3,c,obs,e_ratio,k_report,k_inf,k_susp,young,medium,old,n
Base case,9.76190295,2.2706404,0.29226176,6.68764643,10.333416,0.88528063,0.91568368,1.01411684,1.24948302,0,0,0.05,2.2,0.375,0.75,0.3,0.3,1/.5,0.2,0.2,0,0.005,0.1,0.13,100,1,1,1,1,0.24,0.6,0.15,1938000
